clean_title,type.x,genres.x,average_rating,release_year.x,type.y,release_year.y,genres.y,weekly_hours_viewed
life of pi,Movie,"Adventure, Drama, Fantasy",7.9,2012,NA,NA,NA,NA
toy story 2,Movie,"Adventure, Animation, Comedy",7.9,1999,NA,NA,NA,NA
star trek,Movie,"Action, Adventure, Sci-Fi",7.9,2009,Movie,2009,"Action & Adventure, Sci-Fi & Fantasy",NA
bohemian rhapsody,Movie,"Biography, Drama, Music",7.9,2018,NA,NA,NA,NA
shaun of the dead,Movie,"Comedy, Horror",7.9,2004,NA,NA,NA,NA
the perks of being a wallflower,Movie,Drama,7.9,2012,Movie,2012,"Comedies, Dramas",NA
children of men,Movie,"Drama, Sci-Fi, Thriller",7.9,2006,NA,NA,NA,NA
edward scissorhands,Movie,"Drama, Fantasy, Romance",7.9,1990,NA,NA,NA,NA
dallas buyers club,Movie,"Biography, Drama",7.9,2013,Movie,2013,"Dramas, Independent Movies, LGBTQ Movies",NA
mystic river,Movie,"Crime, Drama, Mystery",7.9,2003,Movie,2003,"Dramas, Thrillers",NA
in bruges,Movie,"Comedy, Crime, Drama",7.9,2008,NA,NA,NA,NA
jojo rabbit,Movie,"Comedy, Drama, War",7.9,2019,NA,NA,NA,NA
zack snyders justice league,Movie,"Action, Adventure, Fantasy",7.9,2021,NA,NA,NA,NA
e.t. the extra-terrestrial,Movie,"Adventure, Family, Sci-Fi",7.9,1982,NA,NA,NA,NA
guardians of the galaxy vol. 3,Movie,"Action, Adventure, Comedy",7.9,2023,NA,NA,NA,NA
mulholland drive,Movie,"Drama, Mystery, Thriller",7.9,2001,NA,NA,NA,NA
the nightmare before christmas,Movie,"Animation, Family, Fantasy",7.9,1993,NA,NA,NA,NA
wandavision,TV Show,"Action, Comedy, Drama",7.9,2021,NA,NA,NA,NA
boyhood,Movie,Drama,7.9,2014,NA,NA,NA,NA
marriage story,Movie,"Drama, Romance",7.9,2019,Movie,2019,Dramas,NA
american horror story,TV Show,"Drama, Horror, Sci-Fi",7.9,2011,TV Show,2019,"TV Horror, TV Mysteries, TV Thrillers",NA
the wrestler,Movie,"Drama, Sport",7.9,2008,NA,NA,NA,NA
almost famous,Movie,"Adventure, Comedy, Drama",7.9,2000,NA,NA,NA,NA
boogie nights,Movie,Drama,7.9,1997,Movie,1997,"Comedies, Dramas, Independent Movies",NA
the blacklist,TV Show,"Crime, Drama, Mystery",7.9,2013,TV Show,2019,"Crime TV Shows, TV Dramas, TV Thrillers",17260000
the blacklist,TV Show,"Crime, Drama, Mystery",7.9,2013,TV Show,2019,"Crime TV Shows, TV Dramas, TV Thrillers",11800000
the blacklist,TV Show,"Crime, Drama, Mystery",7.9,2013,TV Show,2019,"Crime TV Shows, TV Dramas, TV Thrillers",8710000
"crouching tiger, hidden dragon",Movie,"Action, Adventure, Drama",7.9,2000,Movie,2000,"Action & Adventure, International Movies, Romantic Movies",NA
fantastic mr. fox,Movie,"Adventure, Animation, Comedy",7.9,2009,NA,NA,NA,NA
true blood,TV Show,"Drama, Fantasy, Mystery",7.9,2008,NA,NA,NA,NA
true romance,Movie,"Crime, Drama, Romance",7.9,1993,NA,NA,NA,NA
a fistful of dollars,Movie,"Drama, Western",7.9,1964,NA,NA,NA,NA
carlitos way,Movie,"Crime, Drama, Thriller",7.9,1993,NA,NA,NA,NA
the blues brothers,Movie,"Adventure, Comedy, Crime",7.9,1980,NA,NA,NA,NA
altered carbon,TV Show,"Action, Adventure, Drama",7.9,2018,TV Show,2020,"Crime TV Shows, TV Action & Adventure, TV Dramas",NA
hero,Movie,"Action, Adventure, Drama",7.9,2002,Movie,1997,"Action & Adventure, International Movies",NA
wonder,Movie,"Drama, Family",7.9,2017,NA,NA,NA,NA
the holdovers,Movie,"Comedy, Drama",7.9,2023,NA,NA,NA,NA
before midnight,Movie,"Drama, Romance",7.9,2013,NA,NA,NA,NA
a christmas story,Movie,"Comedy, Family",7.9,1983,NA,NA,NA,NA
the maltese falcon,Movie,"Crime, Film-Noir, Mystery",7.9,1941,NA,NA,NA,NA
ghost in the shell,Movie,"Action, Animation, Crime",7.9,1995,NA,NA,NA,NA
rope,Movie,"Crime, Drama, Mystery",7.9,1948,NA,NA,NA,NA
this is spinal tap,Movie,"Comedy, Music",7.9,1984,NA,NA,NA,NA
the fresh prince of bel-air,TV Show,Comedy,7.9,1990,NA,NA,NA,NA
spartacus,Movie,"Adventure, Biography, Drama",7.9,1960,TV Show,2013,"TV Action & Adventure, TV Dramas",NA
strangers on a train,Movie,"Crime, Drama, Film-Noir",7.9,1951,NA,NA,NA,NA
grimm,TV Show,"Crime, Drama, Fantasy",7.9,2011,NA,NA,NA,NA
the raid 2,Movie,"Action, Crime, Thriller",7.9,2014,NA,NA,NA,3840000
the raid 2,Movie,"Action, Crime, Thriller",7.9,2014,NA,NA,NA,5780000
all the presidents men,Movie,"Drama, History, Thriller",7.9,1976,NA,NA,NA,NA
elementary,TV Show,"Crime, Drama, Mystery",7.9,2012,NA,NA,NA,NA
the fall of the house of usher,TV Show,"Drama, Horror, Mystery",7.9,2023,NA,NA,NA,23400000
the fall of the house of usher,TV Show,"Drama, Horror, Mystery",7.9,2023,NA,NA,NA,34500000
the fall of the house of usher,TV Show,"Drama, Horror, Mystery",7.9,2023,NA,NA,NA,65300000
the fall of the house of usher,TV Show,"Drama, Horror, Mystery",7.9,2023,NA,NA,NA,51900000
dancer in the dark,Movie,"Crime, Drama, Musical",7.9,2000,NA,NA,NA,NA
talk to her,Movie,"Drama, Mystery, Romance",7.9,2002,NA,NA,NA,NA
weeds,TV Show,"Comedy, Crime, Drama",7.9,2005,TV Show,2012,"TV Comedies, TV Dramas",NA
my name is khan,Movie,"Drama, Romance",7.9,2010,NA,NA,NA,NA
a streetcar named desire,Movie,Drama,7.9,1951,NA,NA,NA,NA
do the right thing,Movie,"Comedy, Drama",7.9,1989,Movie,1989,"Classic Movies, Comedies, Dramas",NA
the man in the high castle,TV Show,"Drama, Sci-Fi, Thriller",7.9,2015,NA,NA,NA,NA
high noon,Movie,"Drama, Thriller, Western",7.9,1952,NA,NA,NA,NA
the terminal list,TV Show,"Action, Drama, Thriller",7.9,2022,NA,NA,NA,NA
patton,Movie,"Biography, Drama, War",7.9,1970,NA,NA,NA,NA
notorious,Movie,"Drama, Film-Noir, Romance",7.9,1946,NA,NA,NA,NA
amour,Movie,Drama,7.9,2012,NA,NA,NA,NA
dead to me,TV Show,"Comedy, Crime, Drama",7.9,2019,TV Show,2020,"TV Comedies, TV Dramas",11900000
dead to me,TV Show,"Comedy, Crime, Drama",7.9,2019,TV Show,2020,"TV Comedies, TV Dramas",19540000
dead to me,TV Show,"Comedy, Crime, Drama",7.9,2019,TV Show,2020,"TV Comedies, TV Dramas",33330000
dead to me,TV Show,"Comedy, Crime, Drama",7.9,2019,TV Show,2020,"TV Comedies, TV Dramas",11940000
dead to me,TV Show,"Comedy, Crime, Drama",7.9,2019,TV Show,2020,"TV Comedies, TV Dramas",30300000
sing street,Movie,"Comedy, Drama, Music",7.9,2016,NA,NA,NA,NA
the killing,Movie,"Crime, Drama, Film-Noir",7.9,1956,NA,NA,NA,NA
solaris,Movie,"Drama, Mystery, Sci-Fi",7.9,1972,NA,NA,NA,NA
short term 12,Movie,Drama,7.9,2013,Movie,2013,"Dramas, Independent Movies",NA
king kong,Movie,"Adventure, Horror",7.9,1933,NA,NA,NA,NA
the big sleep,Movie,"Crime, Drama, Film-Noir",7.9,1946,NA,NA,NA,NA
the wild bunch,Movie,"Action, Adventure, Drama",7.9,1969,NA,NA,NA,NA
shoplifters,Movie,"Crime, Drama, Thriller",7.9,2018,NA,NA,NA,NA
merlin,TV Show,"Adventure, Drama, Fantasy",7.9,2008,TV Show,2012,"British TV Shows, International TV Shows, TV Action & Adventure",NA
the hustler,Movie,"Drama, Sport",7.9,1961,NA,NA,NA,NA
in the heat of the night,Movie,"Drama, Mystery, Thriller",7.9,1967,NA,NA,NA,NA
preacher,TV Show,"Action, Adventure, Comedy",7.9,2016,NA,NA,NA,NA
doctor zhivago,Movie,"Drama, Romance, War",7.9,1965,Movie,1965,"Classic Movies, Dramas, Romantic Movies",NA
harold and maude,Movie,"Comedy, Drama, Romance",7.9,1971,NA,NA,NA,NA
the manchurian candidate,Movie,"Drama, Thriller",7.9,1962,NA,NA,NA,NA
da vincis demons,TV Show,"Adventure, Biography, Drama",7.9,2013,NA,NA,NA,NA
star trek voyager,TV Show,"Action, Adventure, Drama",7.9,1995,TV Show,2000,"TV Action & Adventure, TV Sci-Fi & Fantasy",NA
wings of desire,Movie,"Drama, Fantasy, Romance",7.9,1987,NA,NA,NA,NA
being there,Movie,"Comedy, Drama",7.9,1979,NA,NA,NA,NA
the ten commandments,Movie,"Adventure, Drama, Family",7.9,1956,NA,NA,NA,NA
kal ho naa ho,Movie,"Comedy, Drama, Musical",7.9,2003,Movie,2003,"Comedies, Dramas, International Movies",NA
angel,TV Show,"Action, Adventure, Drama",7.9,1999,NA,NA,NA,NA
arsenic and old lace,Movie,"Comedy, Crime, Thriller",7.9,1944,NA,NA,NA,NA
superstore,TV Show,Comedy,7.9,2015,NA,NA,NA,NA
er,TV Show,"Drama, Romance",7.9,1994,NA,NA,NA,NA
exit through the gift shop,Movie,"Comedy, Crime, Documentary",7.9,2010,NA,NA,NA,NA
perfect days,Movie,Drama,7.9,2023,NA,NA,NA,NA
karthikeya 2,Movie,"Action, Adventure, Fantasy",7.9,2022,NA,NA,NA,NA
"4 months, 3 weeks and 2 days",Movie,Drama,7.9,2007,NA,NA,NA,NA
battleship potemkin,Movie,"Drama, History, Thriller",7.9,1925,NA,NA,NA,NA
baby,Movie,"Action, Thriller",7.9,2015,TV Show,2020,"International TV Shows, TV Dramas, Teen TV Shows",NA
jane the virgin,TV Show,Comedy,7.9,2014,TV Show,2019,"Romantic TV Shows, TV Comedies, TV Dramas",NA
jab we met,Movie,"Comedy, Drama, Romance",7.9,2007,Movie,2007,"Comedies, International Movies, Music & Musicals",NA
stalag 17,Movie,"Comedy, Drama, War",7.9,1953,NA,NA,NA,NA
eureka,TV Show,"Adventure, Comedy, Drama",7.9,2006,NA,NA,NA,NA
jericho,TV Show,"Action, Drama, Mystery",7.9,2006,TV Show,2008,"Classic & Cult TV, TV Action & Adventure, TV Dramas",NA
airlift,Movie,"Drama, History",7.9,2016,NA,NA,NA,NA
3-iron,Movie,"Crime, Drama, Romance",7.9,2004,NA,NA,NA,NA
harvey,Movie,"Comedy, Drama, Fantasy",7.9,1950,NA,NA,NA,NA
head-on,Movie,"Drama, Romance",7.9,2004,NA,NA,NA,NA
about elly,Movie,"Drama, Mystery",7.9,2009,NA,NA,NA,NA
nine queens,Movie,"Crime, Drama, Thriller",7.9,2000,NA,NA,NA,NA
togo,Movie,"Adventure, Biography, Drama",7.9,2019,NA,NA,NA,6790000
togo,Movie,"Adventure, Biography, Drama",7.9,2019,NA,NA,NA,4140000
miracle on 34th street,Movie,"Comedy, Drama, Family",7.9,1947,NA,NA,NA,NA
the terror,TV Show,"Adventure, Drama, Horror",7.9,2018,NA,NA,NA,NA
icarus,Movie,"Documentary, Sport",7.9,2017,Movie,2017,"Documentaries, Sports Movies",NA
the adventures of robin hood,Movie,"Action, Adventure, Romance",7.9,1938,NA,NA,NA,NA
dexters laboratory,TV Show,"Adventure, Animation, Comedy",7.9,1996,NA,NA,NA,NA
leverage,TV Show,"Crime, Mystery, Thriller",7.9,2008,NA,NA,NA,NA
the borgias,TV Show,"Crime, Drama, History",7.9,2011,TV Show,2013,TV Dramas,NA
cat on a hot tin roof,Movie,Drama,7.9,1958,Movie,1958,"Classic Movies, Dramas",NA
mirror,Movie,"Biography, Drama",7.9,1975,NA,NA,NA,NA
laura,Movie,"Drama, Film-Noir, Mystery",7.9,1944,NA,NA,NA,NA
almost human,TV Show,"Action, Crime, Drama",7.9,2013,NA,NA,NA,NA
39814,TV Show,"Action, Drama, Thriller",7.9,2018,NA,NA,NA,NA
the spy,TV Show,"Biography, Drama, History",7.9,2019,TV Show,2019,"International TV Shows, TV Dramas, TV Thrillers",NA
my sassy girl,Movie,"Comedy, Drama, Romance",7.9,2001,TV Show,2017,"International TV Shows, Korean TV Shows, Romantic TV Shows",NA
sleuth,Movie,"Mystery, Thriller",7.9,1972,NA,NA,NA,NA
into the badlands,TV Show,"Action, Adventure, Drama",7.9,2015,TV Show,2018,TV Action & Adventure,NA
the affair,TV Show,Drama,7.9,2014,NA,NA,NA,NA
no mans land,Movie,"Comedy, Drama, War",7.9,2001,NA,NA,NA,NA
the return,Movie,Drama,7.9,2003,NA,NA,NA,NA
nobody wants this,TV Show,"Comedy, Romance",7.9,2024,NA,NA,NA,NA
gully boy,Movie,"Drama, Music, Romance",7.9,2019,NA,NA,NA,NA
humans,TV Show,"Drama, Sci-Fi",7.9,2015,NA,NA,NA,NA
"scooby doo, where are you!",TV Show,"Adventure, Animation, Comedy",7.9,1969,NA,NA,NA,NA
vishwaroopam,Movie,"Action, Thriller",7.9,2013,NA,NA,NA,NA
midsomer murders,TV Show,"Crime, Drama, Mystery",7.9,1997,NA,NA,NA,NA
the lost weekend,Movie,"Drama, Film-Noir",7.9,1945,NA,NA,NA,NA
resurrection ertugrul,TV Show,"Action, Adventure, Drama",7.9,2014,TV Show,2018,"International TV Shows, TV Action & Adventure, TV Dramas",NA
teen titans,TV Show,"Action, Adventure, Animation",7.9,2003,NA,NA,NA,NA
kagemusha the shadow warrior,Movie,"Drama, History, War",7.9,1980,NA,NA,NA,NA
masters of sex,TV Show,"Drama, Romance",7.9,2013,NA,NA,NA,NA
badhaai ho,Movie,"Comedy, Drama",7.9,2018,NA,NA,NA,NA
teenage mutant ninja turtles,TV Show,"Action, Adventure, Animation",7.9,1987,Movie,2007,"Children & Family Movies, Comedies",NA
super 30,Movie,"Biography, Drama",7.9,2019,NA,NA,NA,NA
elfen lied,TV Show,"Action, Animation, Drama",7.9,2004,NA,NA,NA,NA
cries & whispers,Movie,Drama,7.9,1972,NA,NA,NA,NA
modern love,TV Show,"Comedy, Drama, Romance",7.9,2019,NA,NA,NA,NA
once were warriors,Movie,"Crime, Drama",7.9,1994,NA,NA,NA,NA
in a lonely place,Movie,"Drama, Film-Noir, Mystery",7.9,1950,NA,NA,NA,NA
"blood in, blood out",Movie,"Biography, Crime, Drama",7.9,1993,NA,NA,NA,NA
the conformist,Movie,Drama,7.9,1970,NA,NA,NA,NA
bored to death,TV Show,"Comedy, Crime, Drama",7.9,2009,NA,NA,NA,NA
the lion in winter,Movie,"Biography, Drama, History",7.9,1968,NA,NA,NA,NA
black hawk down,Movie,Documentary,7.9,1997,Movie,2001,"Action & Adventure, Dramas",NA
a taxi driver,Movie,"Action, Drama, History",7.9,2017,NA,NA,NA,NA
ghosts,TV Show,"Comedy, Fantasy",7.9,2021,NA,NA,NA,NA
the thin man,Movie,"Comedy, Crime, Mystery",7.9,1934,NA,NA,NA,NA
lilyhammer,TV Show,"Comedy, Crime, Drama",7.9,2012,TV Show,2014,"Crime TV Shows, TV Comedies, TV Dramas",NA
dev.d,Movie,"Comedy, Drama, Romance",7.9,2009,Movie,2009,"Dramas, International Movies, Romantic Movies",NA
solar opposites,TV Show,"Adventure, Animation, Comedy",7.9,2020,NA,NA,NA,NA
the exorcist,TV Show,"Drama, Horror, Mystery",7.9,2016,NA,NA,NA,NA
ted,TV Show,Comedy,7.9,2024,NA,NA,NA,5750000
ted,TV Show,Comedy,7.9,2024,NA,NA,NA,11210000
the sacrifice,Movie,Drama,7.9,1986,NA,NA,NA,NA
the rules of the game,Movie,"Comedy, Drama",7.9,1939,NA,NA,NA,NA
the fosters,TV Show,"Drama, Romance",7.9,2013,TV Show,2017,TV Dramas,NA
nostalghia,Movie,Drama,7.9,1983,NA,NA,NA,NA
the leopard,Movie,"Drama, History",7.9,1963,NA,NA,NA,NA
the big heat,Movie,"Crime, Film-Noir, Thriller",7.9,1953,NA,NA,NA,NA
in cold blood,Movie,"Biography, Crime, Drama",7.9,1967,NA,NA,NA,NA
escape at dannemora,TV Show,"Biography, Crime, Drama",7.9,2018,NA,NA,NA,NA
hatfields & mccoys,TV Show,"Drama, History, Romance",7.9,2012,NA,NA,NA,NA
pad man,Movie,"Comedy, Drama",7.9,2018,Movie,2018,"Dramas, International Movies, Romantic Movies",NA
elevator to the gallows,Movie,"Crime, Drama, Thriller",7.9,1958,NA,NA,NA,NA
the red circle,Movie,"Crime, Drama, Thriller",7.9,1970,NA,NA,NA,NA
fairy tail,TV Show,"Action, Adventure, Animation",7.9,2009,TV Show,2009,"Anime Series, International TV Shows",NA
mildred pierce,Movie,"Crime, Drama, Film-Noir",7.9,1945,NA,NA,NA,NA
sullivans travels,Movie,"Adventure, Comedy, Drama",7.9,1941,NA,NA,NA,NA
beauty and the beast,Movie,"Drama, Fantasy, Romance",7.9,1946,NA,NA,NA,1150000
beauty and the beast,Movie,"Drama, Fantasy, Romance",7.9,1946,NA,NA,NA,1800000
beauty and the beast,Movie,"Drama, Fantasy, Romance",7.9,1946,NA,NA,NA,1790000
beauty and the beast,Movie,"Drama, Fantasy, Romance",7.9,1946,NA,NA,NA,2740000
arjun reddy,Movie,"Action, Drama, Romance",7.9,2017,NA,NA,NA,NA
the way he looks,Movie,"Drama, Romance",7.9,2014,NA,NA,NA,NA
through a glass darkly,Movie,Drama,7.9,1961,NA,NA,NA,NA
my man godfrey,Movie,"Comedy, Drama, Romance",7.9,1936,NA,NA,NA,NA
the thin blue line,Movie,"Crime, Documentary",7.9,1988,NA,NA,NA,NA
waco,TV Show,"Crime, Drama, History",7.9,2018,NA,NA,NA,NA
animaniacs,TV Show,"Adventure, Animation, Comedy",7.9,1993,NA,NA,NA,NA
c.b. strike,TV Show,"Crime, Drama, Mystery",7.9,2017,NA,NA,NA,NA
evangelion 2.0 you can (not) advance,Movie,"Action, Animation, Drama",7.9,2009,NA,NA,NA,NA
la notte,Movie,Drama,7.9,1961,NA,NA,NA,NA
ugly,Movie,"Crime, Drama, Mystery",7.9,2013,Movie,2013,"Dramas, International Movies, Thrillers",NA
i am not your negro,Movie,"Documentary, History",7.9,2016,Movie,2017,Documentaries,NA
angels with dirty faces,Movie,"Crime, Drama, Film-Noir",7.9,1938,NA,NA,NA,NA
tampopo,Movie,Comedy,7.9,1985,NA,NA,NA,NA
kes,Movie,"Drama, Family",7.9,1969,NA,NA,NA,NA
crazy ex-girlfriend,TV Show,"Comedy, Musical",7.9,2015,TV Show,2019,"Romantic TV Shows, TV Comedies",NA
onibaba,Movie,"Drama, Horror, Thriller",7.9,1964,NA,NA,NA,NA
the stoning of soraya m.,Movie,Drama,7.9,2008,NA,NA,NA,NA
rockos modern life,TV Show,"Animation, Comedy, Family",7.9,1993,NA,NA,NA,NA
the big country,Movie,"Drama, Romance, Western",7.9,1958,NA,NA,NA,NA
loudermilk,TV Show,"Comedy, Drama",7.9,2017,NA,NA,NA,NA
kwaidan,Movie,"Drama, Fantasy, Horror",7.9,1964,NA,NA,NA,NA
dont look now... were being shot at!,Movie,"Adventure, Comedy, War",7.9,1966,NA,NA,NA,NA
flee,Movie,"Animation, Biography, Documentary",7.9,2021,NA,NA,NA,NA
toradora!,TV Show,"Animation, Comedy, Drama",7.9,2008,TV Show,2008,"Anime Series, International TV Shows, Romantic TV Shows",NA
we bare bears,TV Show,"Adventure, Animation, Comedy",7.9,2014,TV Show,2018,"Kids' TV, TV Comedies",NA
star vs. the forces of evil,TV Show,"Action, Adventure, Animation",7.9,2012,NA,NA,NA,NA
boy swallows universe,TV Show,"Crime, Drama, Mystery",7.9,2024,NA,NA,NA,NA
thundercats,TV Show,"Action, Adventure, Animation",7.9,1985,NA,NA,NA,NA
when we were kings,Movie,"Documentary, Sport",7.9,1996,NA,NA,NA,NA
"now, voyager",Movie,"Drama, Romance",7.9,1942,NA,NA,NA,NA
still walking,Movie,Drama,7.9,2008,NA,NA,NA,NA
versailles,TV Show,"Biography, Drama, History",7.9,2015,TV Show,2018,"International TV Shows, TV Dramas",NA
black lagoon,TV Show,"Action, Adventure, Animation",7.9,2006,NA,NA,NA,NA
better things,TV Show,"Comedy, Drama",7.9,2016,NA,NA,NA,NA
inuyasha,TV Show,"Action, Adventure, Animation",7.9,2000,TV Show,2001,"Anime Series, International TV Shows",NA
keeping up appearances,TV Show,Comedy,7.9,1990,NA,NA,NA,NA
from scratch,TV Show,"Drama, Romance",7.9,2022,NA,NA,NA,19880000
from scratch,TV Show,"Drama, Romance",7.9,2022,NA,NA,NA,31300000
from scratch,TV Show,"Drama, Romance",7.9,2022,NA,NA,NA,50450000
from scratch,TV Show,"Drama, Romance",7.9,2022,NA,NA,NA,72020000
from scratch,TV Show,"Drama, Romance",7.9,2022,NA,NA,NA,32230000
border,Movie,"Drama, History, Thriller",7.9,1997,NA,NA,NA,NA
grantchester,TV Show,"Crime, Drama, Mystery",7.9,2014,NA,NA,NA,NA
a night to remember,Movie,"Drama, History",7.9,1958,NA,NA,NA,NA
undeclared,TV Show,Comedy,7.9,2001,NA,NA,NA,NA
kill la kill,TV Show,"Action, Animation, Comedy",7.9,2013,TV Show,2014,"Anime Series, International TV Shows",NA
bts permission to dance on stage - seoul live viewing,Movie,"Documentary, Music",7.9,2022,NA,NA,NA,NA
a million little things,TV Show,"Comedy, Drama, Romance",7.9,2018,NA,NA,NA,NA
ergo proxy,TV Show,"Action, Adventure, Animation",7.9,2006,NA,NA,NA,NA
anvil the story of anvil,Movie,"Biography, Documentary, Drama",7.9,2008,NA,NA,NA,NA
suburra blood on rome,TV Show,"Action, Crime, Drama",7.9,2017,TV Show,2020,"Crime TV Shows, International TV Shows, TV Dramas",NA
ranneeti balakot & beyond,TV Show,Action,7.9,2024,NA,NA,NA,NA
trouble in paradise,Movie,"Comedy, Crime, Romance",7.9,1932,NA,NA,NA,NA
on board,Movie,"Crime, Drama",7.9,1998,NA,NA,NA,NA
how to make it in america,TV Show,"Comedy, Drama",7.9,2010,NA,NA,NA,NA
thiruchitrambalam,Movie,"Comedy, Drama, Musical",7.9,2022,NA,NA,NA,NA
the roaring twenties,Movie,"Crime, Drama, Thriller",7.9,1939,NA,NA,NA,NA
the class,Movie,Drama,7.9,2007,NA,NA,NA,NA
teenage mutant ninja turtles,TV Show,"Action, Adventure, Animation",7.9,2012,Movie,2007,"Children & Family Movies, Comedies",NA
night and the city,Movie,"Crime, Film-Noir, Sport",7.9,1950,NA,NA,NA,NA
leilas brothers,Movie,Drama,7.9,2022,NA,NA,NA,NA
when calls the heart,TV Show,"Drama, History, Romance",7.9,2014,TV Show,2017,TV Dramas,NA
the alpinist,Movie,"Biography, Documentary",7.9,2021,NA,NA,NA,NA
eternity and a day,Movie,Drama,7.9,1998,NA,NA,NA,NA
the loudest voice,TV Show,"Biography, Drama",7.9,2019,NA,NA,NA,NA
earth,Movie,Documentary,7.9,2007,NA,NA,NA,NA
divorce italian style,Movie,"Comedy, Drama, Romance",7.9,1961,NA,NA,NA,NA
marley,Movie,"Biography, Documentary, Music",7.9,2012,NA,NA,NA,NA
mishima a life in four chapters,Movie,"Biography, Drama",7.9,1985,NA,NA,NA,NA
the bletchley circle,TV Show,"Crime, Drama, History",7.9,2012,NA,NA,NA,NA
the gone game,TV Show,"Crime, Thriller",7.9,2020,NA,NA,NA,NA
hey ram,Movie,"Crime, Drama, History",7.9,2000,NA,NA,NA,NA
dreamworks dragons,TV Show,"Action, Adventure, Animation",7.9,2012,NA,NA,NA,NA
kin-dza-dza!,Movie,"Comedy, Drama, Sci-Fi",7.9,1986,NA,NA,NA,NA
in the flesh,TV Show,"Comedy, Drama, Horror",7.9,2013,NA,NA,NA,NA
letter from an unknown woman,Movie,"Drama, Romance",7.9,1948,NA,NA,NA,NA
mrs. america,TV Show,"Biography, Drama, History",7.9,2020,NA,NA,NA,NA
the road runner show,TV Show,"Animation, Comedy, Family",7.9,1966,NA,NA,NA,NA
the greatest night in pop,Movie,"Documentary, Music",7.9,2024,NA,NA,NA,NA
the testament of dr. mabuse,Movie,"Crime, Mystery, Thriller",7.9,1933,NA,NA,NA,NA
ivy,Movie,"Drama, Fantasy, Thriller",7.9,2015,NA,NA,NA,NA
orpheus,Movie,"Drama, Fantasy, Romance",7.9,1950,NA,NA,NA,NA
johnny gaddaar,Movie,"Crime, Drama, Thriller",7.9,2007,NA,NA,NA,NA
the little foxes,Movie,"Drama, Romance",7.9,1941,NA,NA,NA,NA
teenage mutant ninja turtles,TV Show,"Action, Adventure, Animation",7.9,2003,Movie,2007,"Children & Family Movies, Comedies",NA
silent witness,TV Show,"Crime, Drama, Mystery",7.9,1996,NA,NA,NA,NA
sonchiriya,Movie,"Action, Crime, Drama",7.9,2019,NA,NA,NA,NA
red oaks,TV Show,"Comedy, Drama, Sport",7.9,2014,NA,NA,NA,NA
the other me,Movie,"Crime, Drama, Mystery",7.9,2016,NA,NA,NA,NA
auntie mame,Movie,"Comedy, Drama, Romance",7.9,1958,NA,NA,NA,NA
ankhon dekhi,Movie,"Comedy, Drama",7.9,2013,Movie,2013,"Dramas, Independent Movies, International Movies",NA
cars of the revolution,Movie,"Drama, History",7.9,2008,NA,NA,NA,NA
opening night,Movie,Drama,7.9,1977,Movie,2016,"Comedies, Independent Movies, Music & Musicals",NA
inside edge,TV Show,"Drama, Sport",7.9,2017,NA,NA,NA,NA
winged migration,Movie,Documentary,7.9,2001,NA,NA,NA,NA
the sword of doom,Movie,"Action, Drama",7.9,1966,NA,NA,NA,NA
show me a hero,TV Show,"Drama, History",7.9,2015,NA,NA,NA,NA
manam,Movie,"Comedy, Drama, Fantasy",7.9,2014,NA,NA,NA,NA
mission impossible,TV Show,"Action, Adventure, Crime",7.9,1966,NA,NA,NA,NA
